"tilda_uid";"tilda_external_id";"tilda_sku";"tilda_title";"row_kind";"parent_tilda_uid";"variant_label";"erp_item_code";"mapping_status";"audit_source";"source_seen_at";"confirmed_at"
"426025524522";"MUiTkBcCxjnpggd6OlNO";"111093";"Shelly Plus i4 DC";"parent";;"";"18288";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"848653446872";"jziLvEC39tgrEFTyFrUM";"111091";"Shelly Dimmer GEN3";"parent";;"";"18296";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"489964401292";"xRft5i9GvLl6p0yz2tyE";"111043";"Shelly 1 Mini Gen3";"parent";;"";"18338";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"694642797222";"LetLOa9JpCksJTPEASiJ";"111078";"Shelly Pro Dimmer 0/1-10V";"parent";;"";"18310";"confirmed";"manual_review:renamed_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"647595203762";"CiGlG4UipN3ASHJgNmt8";"111084";"Shelly Pro RGBW PM";"parent";;"";"18300";"confirmed";"manual_review:renamed_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"647268865882";"0y4PROYYmzz4yzuZhCvL";"111014";"Shelly Gas CNG";"parent";;"";"18220";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"669476842982";"n3eTBtBftALMrVIkINE3";"111015";"Shelly Gas LPG";"parent";;"";"18218";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"834603402122";"Eckxvbcl38i4aAHN0Xix";"";"Shelly BLU Door/Window";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"390763619852";"g8uv6mzPGYZLy70XvjX0";"111024";"Shelly BLU Door/Window - Коричневый";"variant";"834603402122";"Цвет:Коричневый";"18184";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"965219083522";"VGsisjGHhtVTtuht6zMo";"111025";"Shelly BLU Door/Window - Белый";"variant";"834603402122";"Цвет:Белый";"18178";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"350279293942";"1eZl8Ppce3zSy1ikcnZD";"111023";"Shelly BLU Door/Window - Чёрный";"variant";"834603402122";"Цвет:Чёрный";"18206";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"922321110162";"X9fsNca4irJvNfcr3ELl";"";"Shelly Blu Button 1";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"722687137362";"BaXlLxGVMNuA9js1D1da";"110993";"Shelly Blu Button 1 - Синий";"variant";"922321110162";"Цвет:Синий";"18124";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"507041490812";"RvLsTCjYt5y2bDEuZT84";"110994";"Shelly Blu Button 1 - Красный";"variant";"922321110162";"Цвет:Красный";"18122";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"278710233672";"XKl7IjagShNtmct79F1E";"110995";"Shelly Blu Button 1 - Белый";"variant";"922321110162";"Цвет:Белый";"18118";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"859741347322";"npJfpcc7KHnZoukAeotb";"110992";"Shelly Blu Button 1 - Чёрный";"variant";"922321110162";"Цвет:Чёрный";"18116";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"501322646462";"foFfOm1Isaa5TebhJi22";"110989";"Кронштейн DIN 2.5 одинарный";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"269169619792";"Etp0hJAcmKhLpx0t0uCL";"110988";"Кронштейн DIN 2.5 двойной";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"118542563362";"Zgz62Pzympu5iEklKzNl";"110991";"Кронштейн DIN PLUS одинарный";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"520677713642";"J2OImVDtiX7l84OX5jJv";"110990";"Кронштейн DIN PLUS двойной";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"743950725212";"E0Hf4SnITuEAayIPOgEp";"110972";"Shelly Duo GU10 - WW/CW";"parent";;"";"18120";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"152280408882";"fX33XvzTUCcOCl0kyUDA";"110974";"Shelly Outdoor Plug S GEN3";"parent";;"";"18176";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"252492707992";"lTnJ0raDjaPEeYJTioh8";"";"Shelly Plug S MTR GEN3";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"186355568752";"vflr22Tj8TdInt3NjbMV";"110977";"Shelly Plug S MTR GEN3 - Белый";"variant";"252492707992";"Цвет:Белый";"18172";"confirmed";"manual_review:localized_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"410955909842";"OaB3rohm0G7BKmymL5LI";"110976";"Shelly Plug S MTR GEN3 - Чёрный";"variant";"252492707992";"Цвет:Чёрный";"18174";"confirmed";"manual_review:localized_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"890199121422";"ZxKfUTFcLiSyG485ai6k";"110979";"Shelly Plus Plug UK";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"677867852332";"Os5Njxfpd2S8xtRRhOPS";"110980";"Shelly Vintage E27 A60";"parent";;"";"18168";"confirmed";"manual_review:model_alias";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"639237349472";"8GzAha5GBTKGDf81NhPX";"110982";"Shelly Vintage E27 G125";"parent";;"";"18166";"confirmed";"manual_review:model_alias";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"385227045582";"Ms7f9T64yb74PMH1EM4e";"110983";"Shelly Vintage E27 ST64";"parent";;"";"18162";"confirmed";"manual_review:model_alias";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"130103613262";"pie8BEc79vh7ZLsgYbHc";"110984";"Shelly Wall Display X 2";"parent";;"";"18160";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"529130769322";"HEeeOzhpuZXodzbemri7";"110985";"Shelly Wall Display X 2 + BLU H&amp; T";"parent";;"";"18158";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"439832989792";"yP9GGdiZO45KlL4DMFal";"";"Shelly Wall Display";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"234030629022";"2xYuiC0MkrAjdrY0t4uy";"110987";"Shelly Wall Display - Белый";"variant";"439832989792";"Цвет:Белый";"18154";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"660364893242";"x3D4g7uPAhyGbuPtlzMN";"110986";"Shelly Wall Display - Чёрный";"variant";"439832989792";"Цвет:Чёрный";"18156";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"622572664142";"t0i68Mfdd2V32Cm41n8A";"";"Shelly BLU Button Tough 1";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"313838130012";"Kh86YM1o6Usy4yL6O9UR";"110997";"Shelly BLU Button Tough 1 - Белый";"variant";"622572664142";"Цвет:Белый";"18150";"confirmed";"manual_review:ivory_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"709877076852";"iMP3NGERVy5Cx8u8J3On";"110996";"Shelly BLU Button Tough 1 - Чёрный";"variant";"622572664142";"Цвет:Чёрный";"18152";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"904638398602";"MZmo3B1Bgt5dY87R3St4";"110998";"Shelly BLU Button Tough 1 - Бежевый";"variant";"622572664142";"Цвет:Бежевый";"18148";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"229234656252";"visjAkSi6hvDc1XS1YaG";"110999";"Shelly BLU RC Button";"parent";;"";"18146";"confirmed";"manual_review:model_alias";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"723714428222";"d2C1f6oXFkCV0v14xGJx";"111000";"Shelly BLU Wall Switch 4 - Stand-";"parent";;"";"18144";"confirmed";"manual_review:truncated_title";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"653329609572";"bGLOByIGdjBb36P1Fjt7";"111001";"Shelly BLU Wall Switch 4 + Adapter";"parent";;"";"18142";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"785872954922";"b6jbT6N3I9hSt23u9g3K";"111006";"Shelly Duo E27 - RGBW";"parent";;"";"18134";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"793791387072";"nzZoN3KaktOljB1Yi428";"111007";"Shelly Duo E27 - WW/CW";"parent";;"";"18132";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"377310707512";"EOe3MzErUFxfXUlg012F";"111008";"Shelly Duo GU10 - RGBW";"parent";;"";"18130";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"760445008292";"7k6R12L5B0I2cXe7pp1f";"";"Shelly H&amp;T Gen 3";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"171418226552";"iP9obmlNt9KKcH809eUn";"111019";"Shelly H&amp;T Gen 3 - Белый";"variant";"760445008292";"Цвет:Белый";"18194";"confirmed";"erp:b24_model_identity";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"716722682062";"58vmnpY81rIsls77EFtu";"111199";"Shelly H&amp;T Gen 3 - Чёрный";"variant";"760445008292";"Цвет:Чёрный";"18186";"confirmed";"manual_review:localized_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"734158020282";"viLRkOVML44icuP7Euy9";"111198";"Shelly H&amp;T Gen 3 - Бежевый";"variant";"760445008292";"Цвет:Бежевый";"18190";"confirmed";"manual_review:ivory_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"470133516302";"zNB3TzX9eZTyB5XT7diE";"111013";"Shelly Flood GEN4";"parent";;"";"18222";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"337482307172";"c4cOxe4BAG6MKMnAmJfY";"";"Shelly H&amp;T";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"452041698472";"fonVmAZyg3yk6f1yAnLb";"111017";"Shelly H&amp;T - Белый";"variant";"337482307172";"Цвет:Белый";"18182";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"452798377592";"vhSr3vUU8eY6P8uhsi1r";"111016";"Shelly H&amp;T - Чёрный";"variant";"337482307172";"Цвет:Чёрный";"18216";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"141488884302";"GlYc9LEP8HbRg3o8Ih6U";"111020";"Shelly Plus Smoke Alarm";"parent";;"";"18212";"confirmed";"manual_review:model_alias";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"278622023472";"tui79foN0GflrymMbsuR";"";"Temperature sensor DS18B20";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"840022515232";"HCv7JtmIM2TJKnTrAC2c";"111021";"Temperature sensor DS18B20 - 1м";"variant";"278622023472";"Длина:1м";"18210";"confirmed";"manual_review:cable_length_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"329807212102";"7x2cLV6sNbcOiHsaC4lZ";"111022";"Temperature sensor DS18B20 - 3м";"variant";"278622023472";"Длина:3м";"18208";"confirmed";"manual_review:cable_length_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"943308318622";"3iZ4sRuKYEBoc2iiZ5nb";"";"Shelly BLU H&amp;T";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"790367816992";"2uPRJcx7441kI8Y7cyGf";"111027";"Shelly BLU H&amp;T - Белый";"variant";"943308318622";"Цвет:Белый";"18202";"confirmed";"manual_review:ivory_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"643272418082";"8Ygrzc5UExTD9BSv4Zt4";"111026";"Shelly BLU H&amp;T - Чёрный";"variant";"943308318622";"Цвет:Чёрный";"18204";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"664935964572";"X2lnxPplpBjHR1UEJrH7";"111028";"Shelly BLU H&amp;T - Бежевый";"variant";"943308318622";"Цвет:Бежевый";"18200";"confirmed";"manual_review:mocha_variant";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"632457299242";"n2KXcDjcbCkX1ft6MG45";"111029";"Shelly BLU Motion";"parent";;"";"18192";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"770014684802";"v3z13MpgS5PnCzCCsSAk";"";"Frank Ever Smart water valve";"parent";;"";;"ignored";"tilda_export:no_stock_sku";"2026-08-20 11:04:00.000000";""
"820892688892";"MztdfaxatgzprB7H44ga";"111037";"Frank Ever Smart water valve - DN15";"variant";"770014684802";"Диаметр:DN15";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"578612434842";"Y5t852OILggO5nMiOFP3";"111036";"Frank Ever Smart water valve - DN20";"variant";"770014684802";"Диаметр:DN20";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"631581223282";"b3ATXe9UkCpBLITcVGuI";"111035";"Frank Ever Smart water valve - DN25";"variant";"770014684802";"Диаметр:DN25";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"578082426502";"coEAy1NE8XJXnX4MTn83";"111038";"LOQED Touch Smart Lock";"parent";;"";;"ignored";"manual_review:missing_in_erp";"2026-08-20 11:04:00.000000";""
"596369465642";"ezTbptm5nRgPZCxV72fU";"111041";"Shelly 1 Gen3";"parent";;"";"18246";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"359658627842";"8HuE4bOF5ddPV075Hooy";"111042";"Shelly 1 Gen4";"parent";;"";"18340";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"180094856692";"VMeCEf3Vob5eJ43kBlJl";"111044";"Shelly 1 Mini Gen4";"parent";;"";"18336";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"397223047352";"f0E8n554R482NF90h37k";"111047";"Shelly 1PM GEN3";"parent";;"";"18272";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"362351493072";"8VJLNtdpF7FPVb301BAk";"111048";"Shelly 1PM GEN4";"parent";;"";"18232";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"670575842272";"24H8y5p8O9zX3jZJaYRl";"111049";"Shelly 1PM Mini Gen3";"parent";;"";"18290";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"341628456662";"Acom8VzaCb7PRdHM6tmX";"111050";"Shelly 1PM Mini Gen4";"parent";;"";"18334";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"444357561742";"8EgMf5KcTOugUIbk1e89";"111052";"Shelly 2L GEN3 Bypass included";"parent";;"";"18332";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"981333744902";"mxm5dN7oOeu2iY7f69bH";"111053";"Shelly 2PM GEN3";"parent";;"";"18276";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"274252329982";"iVXuLbEiY1EXKI8yBxXb";"111054";"Shelly 2PM GEN4";"parent";;"";"18242";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"352002113882";"SjUrC9RIZvU30thZmpk3";"111055";"Shelly 3EM-63T GEN3";"parent";;"";"18330";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"835205870032";"HyccDujeXItfngomGN2p";"111056";"Shelly 3EM-63W GEN3";"parent";;"";"18328";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"959803721842";"mnEVPzrNpU3FlPpe3bzU";"111057";"Shelly 50A current transformer clamp";"parent";;"";"18270";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"269520754892";"Gny1Bcjo9fVG6g6lUXC9";"111058";"Shelly EM Mini GEN4";"parent";;"";"18326";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"773988817962";"4sVTMRcj3vjBiSo6elfs";"111059";"Shelly i4 GEN3";"parent";;"";"18238";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"608641528982";"iavFfZnXfkrOH1dLDRej";"111060";"Shelly LoRa Add-on";"parent";;"";"18250";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"627617154002";"XdljcytbMts05xx4aCLj";"111062";"Shelly AddOn";"parent";;"";"18286";"confirmed";"manual_review:tilda_description_names_plus_add_on";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"699494378752";"RsKnYLUMoMyUbUng0hKL";"111068";"Shelly Pro 1";"parent";;"";"18318";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"356320090262";"0Sak8l0N5omJHRUSCOeT";"111070";"Shelly Pro 2";"parent";;"";"18316";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"571963926522";"mCA1S6nP4TJTNi44LiOc";"111071";"Shelly Pro 2PM";"parent";;"";"18314";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"912903479342";"10oByLfbyUp7nbtjGDSx";"111072";"Shelly Pro 3";"parent";;"";"18234";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"334810724342";"02r6SmpB2oxOZrOiH5CO";"111074";"Shelly Pro 3EM 120A";"parent";;"";"18282";"confirmed";"manual_review:localized_model";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"547289862802";"5XKIfTijtlvb9MnCXyl0";"111075";"Shelly Pro 3EM-3CT63";"parent";;"";"18312";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"726509454512";"l8B0n6oKz4hac8n8mf6f";"111076";"Shelly Pro 3EM 400A";"parent";;"";"18274";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"781264364132";"AOfBZBAXFj1TvRCrjsbj";"111079";"Shelly Pro Dimmer 1PM";"parent";;"";"18308";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"766535695912";"n3lBsrM5yfchYJH4temH";"111080";"Shelly Pro Dimmer 2PM";"parent";;"";"18306";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"400979429632";"a86C3Xdfs0l5Ud7GHXUT";"111081";"Shelly Pro Dual Cover/Shutter PM";"parent";;"";"18304";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"801782162122";"C3VSXfNvyFttOnpLFbvo";"111083";"Shelly Pro LAN Switch";"parent";;"";"18302";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"913819593922";"Xe6GE8EkAjUCCXNjAF12";"111167";"DALI Dimmer Gen3";"parent";;"";"18426";"confirmed";"manual_review:brand_prefix_added";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
"448037333902";"u3Y0ofhNZ22Jhm30F9Jg";"111089";"Shelly Dimmer 0/1- 10V PM GEN3";"parent";;"";"18298";"confirmed";"erp:b24_model_exact";"2026-08-20 11:04:00.000000";"2026-08-21 13:38:53.246000"
